JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02,Source_Row,Entry_Key,Debit_Occurrence,Credit_Occurrence,Semantic_Path,Binding_Path
53,1,2022-01,2022-01-28,900555,Synthetic demo purchase on account 900555,,,0,,,0,,,,,2000,Demo Accounts Payable,170990,00,00,0,V006,Demo Vendor Prairie,D04,Demo Logistics,1044,"[""20220128"",""900555""]",,1044-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1044-C"",""d_cor_entryHeader"":""[\""20220128\"",\""900555\""]""}"
53,2,2022-01,2022-01-28,900555,Synthetic demo purchase on account 900555,5000,Demo Purchases,170990,Q5,Q5,15545,V006,Demo Vendor Prairie,D04,Demo Logistics,,,0,,,0,,,,,1044,"[""20220128"",""900555""]",1044-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1044-D"",""d_cor_entryHeader"":""[\""20220128\"",\""900555\""]""}"
54,1,2022-01,2022-01-29,900533,Synthetic demo financing settlement 900533,,,0,,,0,,,,,1120,Demo Harbor Ordinary Deposit,705970,00,00,0,B003,Harbor Demo Bank,D06,Demo Management,1045,"[""20220129"",""900533""]",,1045-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1045-C"",""d_cor_entryHeader"":""[\""20220129\"",\""900533\""]""}"
54,2,2022-01,2022-01-29,900533,Synthetic demo financing settlement 900533,2200,Demo Short-term Loans,331800,00,00,0,,,D06,Demo Management,,,0,,,0,,,,,1045,"[""20220129"",""900533""]",1045-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1045-D"",""d_cor_entryHeader"":""[\""20220129\"",\""900533\""]""}"
54,3,2022-01,2022-01-29,900533,Synthetic demo financing settlement 900533,6070,Demo Bank Fees,204730,00,00,0,B003,Harbor Demo Bank,D06,Demo Management,,,0,,,0,,,,,1046,"[""20220129"",""900533""]",1046-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1046-D"",""d_cor_entryHeader"":""[\""20220129\"",\""900533\""]""}"
54,4,2022-01,2022-01-29,900533,Synthetic demo financing settlement 900533,7000,Demo Taxes and Dues,169440,P0,P0,0,,,D06,Demo Management,,,0,,,0,,,,,1047,"[""20220129"",""900533""]",1047-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1047-D"",""d_cor_entryHeader"":""[\""20220129\"",\""900533\""]""}"
55,1,2022-01,2022-01-29,900560,Synthetic demo credit sale 900560,,,0,,,0,,,,,4020,Demo Other Operating Revenue,143540,B5,B5,13049,C001,Demo Customer Aurora,D01,Demo Sales,1048,"[""20220129"",""900560""]",,1048-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1048-C"",""d_cor_entryHeader"":""[\""20220129\"",\""900560\""]""}"
55,2,2022-01,2022-01-29,900560,Synthetic demo credit sale 900560,1200,Demo Accounts Receivable,143540,00,00,0,C001,Demo Customer Aurora,D01,Demo Sales,,,0,,,0,,,,,1048,"[""20220129"",""900560""]",1048-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1048-D"",""d_cor_entryHeader"":""[\""20220129\"",\""900560\""]""}"
56,1,2022-01,2022-01-29,900568,Synthetic demo mixed sales and receipt 900568,1110,Demo North Current Deposit,177030,00,00,0,B002,North Demo Bank,D01,Demo Sales,,,0,,,0,,,,,1049,"[""20220129"",""900568""]",1049-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1049-D"",""d_cor_entryHeader"":""[\""20220129\"",\""900568\""]""}"
56,2,2022-01,2022-01-29,900568,Synthetic demo mixed sales and receipt 900568,1200,Demo Accounts Receivable,103980,00,00,0,C009,Demo Customer Indigo,D01,Demo Sales,,,0,,,0,,,,,1050,"[""20220129"",""900568""]",1050-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1050-D"",""d_cor_entryHeader"":""[\""20220129\"",\""900568\""]""}"
56,3,2022-01,2022-01-29,900568,Synthetic demo mixed sales and receipt 900568,,,0,,,0,,,,,4000,Demo Product Sales,78680,B5,B5,7153,C010,Demo Customer Juniper,D01,Demo Sales,1051,"[""20220129"",""900568""]",,1051-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1051-C"",""d_cor_entryHeader"":""[\""20220129\"",\""900568\""]""}"
56,4,2022-01,2022-01-29,900568,Synthetic demo mixed sales and receipt 900568,,,0,,,0,,,,,4010,Demo Service Revenue,202330,B5,B5,18394,C001,Demo Customer Aurora,D01,Demo Sales,1052,"[""20220129"",""900568""]",,1052-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1052-C"",""d_cor_entryHeader"":""[\""20220129\"",\""900568\""]""}"
57,1,2022-01,2022-01-29,900581,Synthetic demo multi-vendor settlement 900581,2000,Demo Accounts Payable,438010,00,00,0,V002,Demo Vendor Lattice,D01,Demo Sales,,,0,,,0,,,,,1053,"[""20220129"",""900581""]",1053-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1053-D"",""d_cor_entryHeader"":""[\""20220129\"",\""900581\""]""}"
57,2,2022-01,2022-01-29,900581,Synthetic demo multi-vendor settlement 900581,2100,Demo Accrued Payables,83440,00,00,0,V005,Demo Vendor Orchid,D01,Demo Sales,,,0,,,0,,,,,1054,"[""20220129"",""900581""]",1054-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1054-D"",""d_cor_entryHeader"":""[\""20220129\"",\""900581\""]""}"
57,3,2022-01,2022-01-29,900581,Synthetic demo multi-vendor settlement 900581,,,0,,,0,,,,,1120,Demo Harbor Ordinary Deposit,156430,00,00,0,B003,Harbor Demo Bank,D01,Demo Sales,1055,"[""20220129"",""900581""]",,1055-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1055-C"",""d_cor_entryHeader"":""[\""20220129\"",\""900581\""]""}"
57,4,2022-01,2022-01-29,900581,Synthetic demo multi-vendor settlement 900581,,,0,,,0,,,,,1100,Demo Central Ordinary Deposit,365020,00,00,0,B001,Demo Central Bank,D01,Demo Sales,1056,"[""20220129"",""900581""]",,1056-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1056-C"",""d_cor_entryHeader"":""[\""20220129\"",\""900581\""]""}"
58,1,2022-01,2022-01-31,900541,Synthetic demo credit sale 900541,,,0,,,0,,,,,4010,Demo Service Revenue,470430,B5,B5,42766,C004,Demo Customer Dawn,D01,Demo Sales,1057,"[""20220131"",""900541""]",,1057-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1057-C"",""d_cor_entryHeader"":""[\""20220131\"",\""900541\""]""}"
58,2,2022-01,2022-01-31,900541,Synthetic demo credit sale 900541,1200,Demo Accounts Receivable,470430,00,00,0,C004,Demo Customer Dawn,D01,Demo Sales,,,0,,,0,,,,,1057,"[""20220131"",""900541""]",1057-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1057-D"",""d_cor_entryHeader"":""[\""20220131\"",\""900541\""]""}"
59,1,2022-01,2022-01-31,900580,Synthetic demo credit sale 900580,,,0,,,0,,,,,4010,Demo Service Revenue,498270,B5,B5,45297,C001,Demo Customer Aurora,D01,Demo Sales,1058,"[""20220131"",""900580""]",,1058-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1058-C"",""d_cor_entryHeader"":""[\""20220131\"",\""900580\""]""}"
59,2,2022-01,2022-01-31,900580,Synthetic demo credit sale 900580,1200,Demo Accounts Receivable,498270,00,00,0,C001,Demo Customer Aurora,D01,Demo Sales,,,0,,,0,,,,,1058,"[""20220131"",""900580""]",1058-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""1058-D"",""d_cor_entryHeader"":""[\""20220131\"",\""900580\""]""}"
