JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03
2661,1.0,,,,,,,,,,"March 15th Slip No. 470 Kujou Trading Co., Ltd.",10A100020,Cash and deposits,,,,1645980.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,1645980.0,0.0,O,Exempt,,,,,,
2661,1.0,,1.0,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,,,,,,,,,,
2661,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,"Kujou Trading Co., Ltd.",sub-account,,,,,,,,,,
2661,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2661,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2661,2.0,,,,,,,,,,"March 15th Slip No. 470 Kujou Trading Co., Ltd.",10E200690,Commission expenses,,,,315.0,28.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,315.0,0.0,O,Exempt,,,,,,
2661,2.0,,,,1.0,,,,,,,,,,,,,,,,,,20,"Kujou Trading Co., Ltd.",sub-account,,,,,,,,,,
2661,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2661,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2662,,,,,,99,2022-03-15,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2662,1.0,,,,,,,,,,"March 15th Slip No. 350 Y2 Co., Ltd.",10B100040,Accounts payable - trade,,,,8427411.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,8427411.0,0.0,O,Exempt,,,,,,
2662,1.0,,1.0,,,,,,,,,,,1,"Y2 Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2662,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2662,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2662,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2663,,,,,,130,2022-03-15,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2663,1.0,,,,,,,,,,Membership Fee,10E201140,Membership fee,,,,24000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,24000.0,0.0,O,Exempt,,,,,,
2663,1.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
2663,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2663,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2664,,,,,,103,2022-03-16,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2664,1.0,,,,,,,,,,Meal Cost Kushikatsu Isshin 2 People,10E200150,Entertainment expenses,,,,5680.0,516.0,S10,Standard 10%,10A100020,Cash and deposits,,,,5680.0,0.0,O,Exempt,,,,,,
2664,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2664,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2665,,,,,,117,2022-03-16,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2665,1.0,,,,,,,,,,Membership Fee,10E201140,Membership fee,,,,20000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,20000.0,0.0,O,Exempt,,,,,,
2665,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2665,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2666,,,,,,136,2022-03-16,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2666,1.0,,,,,,,,,,Duskin Service Fee,10E201270,Miscellaneous expenses,,,,16500.0,1500.0,S10,Standard 10%,10A100020,Cash and deposits,,,,16500.0,0.0,O,Exempt,,,,,,
2666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2666,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2667,,,,,,148,2022-03-16,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2667,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,5584.0,507.0,S10,Standard 10%,10A100020,Cash and deposits,,,,5584.0,0.0,O,Exempt,,,,,,
2667,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2667,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2668,,,,,,149,2022-03-16,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2668,1.0,,,,,,,,,,Subjects Gokoshi Department Store,10E200150,Entertainment expenses,,,,3496.0,317.0,S10,Standard 10%,10A100020,Cash and deposits,,,,5820.0,0.0,O,Exempt,,,,,,
2668,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2668,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2668,2.0,,,,,,,,,,Coffee Cost OtherOthers 2 People,10E200150,Entertainment expenses,,,,2324.0,211.0,S10,Standard 10%,,,,,,,,,,,,,,,
2668,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2669,,,,,,23,2022-03-17,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2669,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,54096.0,4917.0,S10,Standard 10%,10A100020,Cash and deposits,,,,151049.0,0.0,O,Exempt,,,,,,
2669,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2669,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2669,2.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,40000.0,3636.0,S10,Standard 10%,,,,,,,,,,,,,,,
2669,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2669,3.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,56953.0,5177.0,S10,Standard 10%,,,,,,,,,,,,,,,
2669,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2670,,,,,,47,2022-03-17,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2670,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,2540.0,230.0,S10,Standard 10%,10A100020,Cash and deposits,,,,2540.0,0.0,O,Exempt,,,,,,
2670,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2670,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2671,,,,,,52,2022-03-17,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2671,1.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,1096.0,99.0,S10,Standard 10%,10A100020,Cash and deposits,,,,3621.0,0.0,O,Exempt,,,,,,
2671,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2671,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2671,2.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,1096.0,99.0,S10,Standard 10%,,,,,,,,,,,,,,,
2671,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2671,3.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,1429.0,129.0,S10,Standard 10%,,,,,,,,,,,,,,,
2671,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2672,,,,,,94,2022-03-17,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2672,1.0,,,,,,,,,,Toilet Paper and Others,10E201270,Miscellaneous expenses,,,,3128.0,284.0,S10,Standard 10%,10A100020,Cash and deposits,,,,3128.0,0.0,O,Exempt,,,,,,
2672,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2672,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2673,,,,,,152,2022-03-18,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2673,1.0,,,,,,,,,,Food and Beverage Cost Bar Yunose 2 People,10E200150,Entertainment expenses,,,,9450.0,859.0,S10,Standard 10%,10A100020,Cash and deposits,,,,9450.0,0.0,O,Exempt,,,,,,
2673,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2673,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2674,,,,,,153,2022-03-18,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2674,1.0,,,,,,,,,,Condolence Money,10E200150,Entertainment expenses,,,,10000.0,909.0,S10,Standard 10%,10A100020,Cash and deposits,,,,10000.0,0.0,O,Exempt,,,,,,
2674,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2674,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2675,,,,,,8,2022-03-19,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2675,1.0,,,,,,,,,,Regular Meeting Membership Fee,10E200150,Entertainment expenses,,,,20000.0,1818.0,S10,Standard 10%,10A100020,Cash and deposits,,,,20000.0,0.0,O,Exempt,,,,,,
2675,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2675,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2676,,,,,,71,2022-03-19,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2676,1.0,,,,,,,,,,Golf play fee 2 people,10E200150,Entertainment expenses,,,,28000.0,2545.0,S10,Standard 10%,10A100020,Cash and deposits,,,,28000.0,0.0,O,Exempt,,,,,,
2676,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2676,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2677,,,,,,80,2022-03-19,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2677,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,12000.0,1090.0,S10,Standard 10%,10A100020,Cash and deposits,,,,12000.0,0.0,O,Exempt,,,,,,
2677,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2677,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2678,,,,,,160,2022-03-19,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2678,1.0,,,,,,,,,,Business Trip Expense,10E201230,Travel and transportation expenses,,,,59700.0,5427.0,S10,Standard 10%,10A100020,Cash and deposits,,,,59700.0,0.0,O,Exempt,,,,,,
2678,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2678,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2679,,,,,,1,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2679,1.0,,,,,,,,,,Overtime Night Meal Reduced Tax Rate,10E200140,Welfare expenses,,,,21600.0,1600.0,AA8,Reduced 8%,10A100020,Cash and deposits,,,,21600.0,0.0,O,Exempt,,,,,,
2679,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2679,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2680,,,,,,31,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2680,1.0,,,,,,,,,,Copy Cost,10E201110,Office supplies expenses,,,,3504.0,318.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,3504.0,0.0,O,Exempt,,,,,,
2680,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2680,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2681,,,,,,45,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2681,1.0,,,,,,,,,,Coffee fee 2 people,10E200150,Entertainment expenses,,,,1260.0,114.0,S10,Standard 10%,10A100020,Cash and deposits,,,,1260.0,0.0,O,Exempt,,,,,,
2681,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2681,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2682,,,,,,48,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2682,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,4303.0,391.0,S10,Standard 10%,10A100020,Cash and deposits,,,,4303.0,0.0,O,Exempt,,,,,,
2682,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2682,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2683,,,,,,53,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2683,1.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,381.0,34.0,S10,Standard 10%,10A100020,Cash and deposits,,,,2381.0,0.0,O,Exempt,,,,,,
2683,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2683,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2683,2.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,1000.0,90.0,S10,Standard 10%,,,,,,,,,,,,,,,
2683,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2683,3.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,1000.0,90.0,S10,Standard 10%,,,,,,,,,,,,,,,
2683,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2684,,,,,,67,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2684,1.0,,,,,,,,,,Wired (Cable),10E201270,Miscellaneous expenses,,,,5000.0,454.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,5000.0,0.0,O,Exempt,,,,,,
2684,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2684,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2685,,,,,,69,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2685,1.0,,,,,,,,,,Counter Fee,10E201110,Office supplies expenses,,,,6300.0,572.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,6300.0,0.0,O,Exempt,,,,,,
2685,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2685,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2686,,,,,,71,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2686,1.0,,,,,,,,,,Office Supplies,10E201110,Office supplies expenses,,,,3453.0,313.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,41556.0,0.0,O,Exempt,,,,,,
2686,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2686,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2686,2.0,,,,,,,,,,Counter Fee,10E201110,Office supplies expenses,,,,38103.0,3463.0,S10,Standard 10%,,,,,,,,,,,,,,,
2686,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2687,,,,,,73,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2687,1.0,,,,,,,,,,Files and Others,10E200200,Supplies expenses,,,,39271.0,3570.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,347843.0,0.0,O,Exempt,,,,,,
2687,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2687,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2687,2.0,,,,,,,,,,Drinking Water,10E200200,Supplies expenses,,,,243810.0,22164.0,S10,Standard 10%,,,,,,,,,,,,,,,
2687,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2687,3.0,,,,,,,,,,Business Card Cost,10E200200,Supplies expenses,,,,64762.0,5887.0,S10,Standard 10%,,,,,,,,,,,,,,,
2687,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2688,,,,,,79,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2688,1.0,,,,,,,,,,Prize Cost,10E200140,Welfare expenses,,,,98513.0,8955.0,S10,Standard 10%,10A100020,Cash and deposits,,,,98513.0,0.0,O,Exempt,,,,,,
2688,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2688,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2689,,,,,,97,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2689,1.0,,,,,,,,,,Copy Cost,10E201110,Office supplies expenses,,,,41123.0,3738.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,41123.0,0.0,O,Exempt,,,,,,
2689,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2689,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2690,,,,,,98,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2690,1.0,,,,,,,,,,Office Supplies,10E201110,Office supplies expenses,,,,6475.0,588.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,6475.0,0.0,O,Exempt,,,,,,
2690,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2690,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2691,,,,,,100,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2691,1.0,,,,,,,,,,"March 20th Slip No. 471 Saito Co., Ltd.",10A100020,Cash and deposits,,,,847329.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,847329.0,0.0,O,Exempt,,,,,,
2691,1.0,,,,1.0,,,,,,,,,,,,,,,,,,11,"Saito Co., Ltd.",sub-account,,,,,,,,,,
2691,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2691,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2692,,,,,,101,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2692,1.0,,,,,,,,,,Advertisement Fee,10E200050,Advertising expenses,,,,52500.0,4772.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,52500.0,0.0,O,Exempt,,,,,,
2692,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2692,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2692,2.0,,,,,,,,,,March 20th Slip No. 472 Takada LLC,10A100020,Cash and deposits,,,,553960.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,553960.0,0.0,O,Exempt,,,,,,
2692,2.0,,1.0,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,,,,,,,,,,
2692,2.0,,,,1.0,,,,,,,,,,,,,,,,,,21,Takada LLC,sub-account,,,,,,,,,,
2692,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2692,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2692,3.0,,,,,,,,,,March 20th Slip No. 472 Takada LLC,10E200690,Commission expenses,,,,472.0,42.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,472.0,0.0,O,Exempt,,,,,,
2692,3.0,,,,1.0,,,,,,,,,,,,,,,,,,21,Takada LLC,sub-account,,,,,,,,,,
2692,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2692,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2693,,,,,,102,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2693,1.0,,,,,,,,,,"March 20th Slip No. 473 YAG Co., Ltd.",10A100020,Cash and deposits,,,,2192853.0,0.0,O,Exempt,10A100090,Accounts receivable - trade,,,,2192853.0,0.0,O,Exempt,,,,,,
2693,1.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
2693,1.0,,,,1.0,,,,,,,,,,,,,,,,,,30,"YAG Co., Ltd.",sub-account,,,,,,,,,,
2693,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2693,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2693,2.0,,,,,,,,,,"March 20th Slip No. 473 YAG Co., Ltd.",10E200690,Commission expenses,,,,735.0,66.0,S10,Standard 10%,10A100090,Accounts receivable - trade,,,,735.0,0.0,O,Exempt,,,,,,
2693,2.0,,,,1.0,,,,,,,,,,,,,,,,,,30,"YAG Co., Ltd.",sub-account,,,,,,,,,,
2693,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2693,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2694,,,,,,103,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2694,1.0,,,,,,,,,,"March 20th Slip No. 351 Attach Co., Ltd.",10B100040,Accounts payable - trade,,,,1046118.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,1046118.0,0.0,O,Exempt,,,,,,
2694,1.0,,1.0,,,,,,,,,,,4,"Attach Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2694,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
2694,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2694,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2695,,,,,,104,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2695,1.0,,,,,,,,,,"March 20th Slip No. 352 Hanada Co., Ltd.",10B100040,Accounts payable - trade,,,,5017707.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,5017707.0,0.0,O,Exempt,,,,,,
2695,1.0,,1.0,,,,,,,,,,,6,"Hanada Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2695,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2695,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2695,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2696,,,,,,105,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2696,1.0,,,,,,,,,,"March 20th Slip No. 353 Matsumura Co., Ltd.",10B100040,Accounts payable - trade,,,,3661476.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,3661476.0,0.0,O,Exempt,,,,,,
2696,1.0,,1.0,,,,,,,,,,,11,"Matsumura Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2696,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2696,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2696,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2697,,,,,,109,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2697,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,78987.0,7180.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,78987.0,0.0,O,Exempt,,,,,,
2697,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2697,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2698,,,,,,118,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2698,1.0,,,,,,,,,,Copy Cost,10E201110,Office supplies expenses,,,,8499.0,772.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,8499.0,0.0,O,Exempt,,,,,,
2698,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2698,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2699,,,,,,135,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2699,1.0,,,,,,,,,,Office Supplies,10E201110,Office supplies expenses,,,,2713.0,246.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,2713.0,0.0,O,Exempt,,,,,,
2699,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2699,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2700,,,,,,139,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2700,1.0,,,,,,,,,,Film maturity Imai Department Store,10A100020,Cash and deposits,,,,18116847.0,0.0,O,Exempt,10A100060,Notes receivable - trade,,,,18116847.0,0.0,O,Exempt,,,,,,
2700,1.0,,1.0,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,,,,,,,,,,
2700,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2700,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
