JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02,Source_Row,Entry_Key,Debit_Occurrence,Credit_Occurrence,Semantic_Path,Binding_Path
51,1,2021-04,2021-04-25,900042,Synthetic demo credit sale 900042,,,0,,,0,,,,,4000,Demo Product Sales,70700,B5,B5,6427,C007,Demo Customer Grove,D01,Demo Sales,94,"[""20210425"",""900042""]",,94-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""94-C"",""d_cor_entryHeader"":""[\""20210425\"",\""900042\""]""}"
51,2,2021-04,2021-04-25,900042,Synthetic demo credit sale 900042,1200,Demo Accounts Receivable,70700,00,00,0,C001,Demo Customer Aurora,D01,Demo Sales,,,0,,,0,,,,,94,"[""20210425"",""900042""]",94-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""94-D"",""d_cor_entryHeader"":""[\""20210425\"",\""900042\""]""}"
52,1,2021-04,2021-04-26,900057,Synthetic demo vendor settlement 900057,,,0,,,0,,,,,1100,Demo Central Ordinary Deposit,122790,00,00,0,B001,Demo Central Bank,D04,Demo Logistics,95,"[""20210426"",""900057""]",,95-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""95-C"",""d_cor_entryHeader"":""[\""20210426\"",\""900057\""]""}"
52,2,2021-04,2021-04-26,900057,Synthetic demo vendor settlement 900057,2000,Demo Accounts Payable,122790,00,00,0,V001,Demo Vendor Keystone,D04,Demo Logistics,,,0,,,0,,,,,95,"[""20210426"",""900057""]",95-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""95-D"",""d_cor_entryHeader"":""[\""20210426\"",\""900057\""]""}"
53,1,2021-04,2021-04-26,900059,Synthetic demo prepaid service 900059,,,0,,,0,,,,,1120,Demo Harbor Ordinary Deposit,249310,00,00,0,B003,Harbor Demo Bank,D05,Demo Digital Services,96,"[""20210426"",""900059""]",,96-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""96-C"",""d_cor_entryHeader"":""[\""20210426\"",\""900059\""]""}"
53,2,2021-04,2021-04-26,900059,Synthetic demo prepaid service 900059,1400,Demo Prepaid Expenses,249310,00,00,0,S006,Demo Insurance Services,D05,Demo Digital Services,,,0,,,0,,,,,96,"[""20210426"",""900059""]",96-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""96-D"",""d_cor_entryHeader"":""[\""20210426\"",\""900059\""]""}"
54,1,2021-04,2021-04-27,900022,Synthetic demo credit sale 900022,,,0,,,0,,,,,4010,Demo Service Revenue,545850,B5,B5,49623,C007,Demo Customer Grove,D01,Demo Sales,97,"[""20210427"",""900022""]",,97-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""97-C"",""d_cor_entryHeader"":""[\""20210427\"",\""900022\""]""}"
54,2,2021-04,2021-04-27,900022,Synthetic demo credit sale 900022,1200,Demo Accounts Receivable,545850,00,00,0,C001,Demo Customer Aurora,D01,Demo Sales,,,0,,,0,,,,,97,"[""20210427"",""900022""]",97-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""97-D"",""d_cor_entryHeader"":""[\""20210427\"",\""900022\""]""}"
55,1,2021-04,2021-04-27,900061,Synthetic demo multi-vendor settlement 900061,2000,Demo Accounts Payable,174850,00,00,0,V001,Demo Vendor Keystone,D01,Demo Sales,,,0,,,0,,,,,98,"[""20210427"",""900061""]",98-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""98-D"",""d_cor_entryHeader"":""[\""20210427\"",\""900061\""]""}"
55,2,2021-04,2021-04-27,900061,Synthetic demo multi-vendor settlement 900061,2100,Demo Accrued Payables,35820,00,00,0,V005,Demo Vendor Orchid,D01,Demo Sales,,,0,,,0,,,,,99,"[""20210427"",""900061""]",99-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""99-D"",""d_cor_entryHeader"":""[\""20210427\"",\""900061\""]""}"
55,3,2021-04,2021-04-27,900061,Synthetic demo multi-vendor settlement 900061,,,0,,,0,,,,,1110,Demo North Current Deposit,61090,00,00,0,B002,North Demo Bank,D01,Demo Sales,100,"[""20210427"",""900061""]",,100-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""100-C"",""d_cor_entryHeader"":""[\""20210427\"",\""900061\""]""}"
55,4,2021-04,2021-04-27,900061,Synthetic demo multi-vendor settlement 900061,,,0,,,0,,,,,1120,Demo Harbor Ordinary Deposit,149580,00,00,0,B003,Harbor Demo Bank,D01,Demo Sales,101,"[""20210427"",""900061""]",,101-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""101-C"",""d_cor_entryHeader"":""[\""20210427\"",\""900061\""]""}"
56,1,2021-04,2021-04-28,900053,Synthetic demo customer receipt 900053,,,0,,,0,,,,,1200,Demo Accounts Receivable,326610,00,00,0,C001,Demo Customer Aurora,D01,Demo Sales,102,"[""20210428"",""900053""]",,102-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""102-C"",""d_cor_entryHeader"":""[\""20210428\"",\""900053\""]""}"
56,2,2021-04,2021-04-28,900053,Synthetic demo customer receipt 900053,1120,Demo Harbor Ordinary Deposit,326610,00,00,0,B003,Harbor Demo Bank,D01,Demo Sales,,,0,,,0,,,,,102,"[""20210428"",""900053""]",102-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""102-D"",""d_cor_entryHeader"":""[\""20210428\"",\""900053\""]""}"
57,1,2021-04,2021-04-29,900013,Synthetic demo customer receipt 900013,,,0,,,0,,,,,1200,Demo Accounts Receivable,151030,00,00,0,C001,Demo Customer Aurora,D01,Demo Sales,103,"[""20210429"",""900013""]",,103-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""103-C"",""d_cor_entryHeader"":""[\""20210429\"",\""900013\""]""}"
57,2,2021-04,2021-04-29,900013,Synthetic demo customer receipt 900013,1110,Demo North Current Deposit,151030,00,00,0,B002,North Demo Bank,D01,Demo Sales,,,0,,,0,,,,,103,"[""20210429"",""900013""]",103-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""103-D"",""d_cor_entryHeader"":""[\""20210429\"",\""900013\""]""}"
58,1,2021-04,2021-04-29,900018,Synthetic demo monthly payroll bundle 900018,,,0,,,0,,,,,1100,Demo Central Ordinary Deposit,296470,00,00,0,B001,Demo Central Bank,D02,Demo Administration,104,"[""20210429"",""900018""]",,104-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""104-C"",""d_cor_entryHeader"":""[\""20210429\"",\""900018\""]""}"
58,2,2021-04,2021-04-29,900018,Synthetic demo monthly payroll bundle 900018,6000,Demo Salaries,91900,00,00,0,,,D02,Demo Administration,,,0,,,0,,,,,104,"[""20210429"",""900018""]",104-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""104-D"",""d_cor_entryHeader"":""[\""20210429\"",\""900018\""]""}"
58,3,2021-04,2021-04-29,900018,Synthetic demo monthly payroll bundle 900018,6010,Demo Statutory Welfare,44470,00,00,0,,,D02,Demo Administration,,,0,,,0,,,,,105,"[""20210429"",""900018""]",105-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""105-D"",""d_cor_entryHeader"":""[\""20210429\"",\""900018\""]""}"
58,4,2021-04,2021-04-29,900018,Synthetic demo monthly payroll bundle 900018,2110,Demo Payroll Withholding,160100,00,00,0,,,D02,Demo Administration,,,0,,,0,,,,,106,"[""20210429"",""900018""]",106-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""106-D"",""d_cor_entryHeader"":""[\""20210429\"",\""900018\""]""}"
59,1,2021-04,2021-04-29,900047,Synthetic demo vendor settlement 900047,,,0,,,0,,,,,1120,Demo Harbor Ordinary Deposit,338130,00,00,0,B003,Harbor Demo Bank,D04,Demo Logistics,107,"[""20210429"",""900047""]",,107-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""107-C"",""d_cor_entryHeader"":""[\""20210429\"",\""900047\""]""}"
59,2,2021-04,2021-04-29,900047,Synthetic demo vendor settlement 900047,2000,Demo Accounts Payable,338130,00,00,0,V001,Demo Vendor Keystone,D04,Demo Logistics,,,0,,,0,,,,,107,"[""20210429"",""900047""]",107-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""107-D"",""d_cor_entryHeader"":""[\""20210429\"",\""900047\""]""}"
60,1,2021-04,2021-04-30,900011,Synthetic demo financing settlement 900011,,,0,,,0,,,,,1120,Demo Harbor Ordinary Deposit,360350,00,00,0,B003,Harbor Demo Bank,D06,Demo Management,108,"[""20210430"",""900011""]",,108-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""108-C"",""d_cor_entryHeader"":""[\""20210430\"",\""900011\""]""}"
60,2,2021-04,2021-04-30,900011,Synthetic demo financing settlement 900011,2200,Demo Short-term Loans,82880,00,00,0,,,D06,Demo Management,,,0,,,0,,,,,108,"[""20210430"",""900011""]",108-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""108-D"",""d_cor_entryHeader"":""[\""20210430\"",\""900011\""]""}"
60,3,2021-04,2021-04-30,900011,Synthetic demo financing settlement 900011,6070,Demo Bank Fees,21620,00,00,0,B003,Harbor Demo Bank,D06,Demo Management,,,0,,,0,,,,,109,"[""20210430"",""900011""]",109-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""109-D"",""d_cor_entryHeader"":""[\""20210430\"",\""900011\""]""}"
60,4,2021-04,2021-04-30,900011,Synthetic demo financing settlement 900011,7000,Demo Taxes and Dues,255850,P0,P0,0,,,D06,Demo Management,,,0,,,0,,,,,110,"[""20210430"",""900011""]",110-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""110-D"",""d_cor_entryHeader"":""[\""20210430\"",\""900011\""]""}"
61,1,2021-04,2021-04-30,900054,Synthetic demo customer receipt 900054,,,0,,,0,,,,,1200,Demo Accounts Receivable,163850,00,00,0,C001,Demo Customer Aurora,D01,Demo Sales,111,"[""20210430"",""900054""]",,111-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""111-C"",""d_cor_entryHeader"":""[\""20210430\"",\""900054\""]""}"
61,2,2021-04,2021-04-30,900054,Synthetic demo customer receipt 900054,1100,Demo Central Ordinary Deposit,163850,00,00,0,B001,Demo Central Bank,D01,Demo Sales,,,0,,,0,,,,,111,"[""20210430"",""900054""]",111-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""111-D"",""d_cor_entryHeader"":""[\""20210430\"",\""900054\""]""}"
62,1,2021-04,2021-04-30,900062,Synthetic demo credit sale 900062,,,0,,,0,,,,,4020,Demo Other Operating Revenue,525670,B5,B5,47788,C007,Demo Customer Grove,D01,Demo Sales,112,"[""20210430"",""900062""]",,112-C,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""112-C"",""d_cor_entryHeader"":""[\""20210430\"",\""900062\""]""}"
62,2,2021-04,2021-04-30,900062,Synthetic demo credit sale 900062,1200,Demo Accounts Receivable,525670,00,00,0,C001,Demo Customer Aurora,D01,Demo Sales,,,0,,,0,,,,,112,"[""20210430"",""900062""]",112-D,,cor:monetaryAmount,"{""d_cor_accountingEntries"":""1"",""d_cor_entryDetail"":""112-D"",""d_cor_entryHeader"":""[\""20210430\"",\""900062\""]""}"
